Base Part,Base Part Number,Base Style,Base Style Name,Category,Collection,Color,Date,Delivery Date,Delivery Month,Delivery Month ,Delivery Season,Delivery Season ,Family,Garment Type,Gender,Gender/Stature/Type,Global,Item Code,Macro Area,Master Style,Micro Area,Month,Product Category,Product Family,Product Gender,Product Sub-Family,Region,Region ,Reorder Type,Sales Area,Sales Area ,Style,Style Code,Style Code ,Style Description,Style Description ,Sub-Family,Year,Cost,Dnet,Margin $,Measure for Rank,MSRP,Order $ (U.S. Cost),Order $ (U.S. Dealer Net),Order $ (U.S. MSRP),Order $ (USD),Order Quantity,Style Count,Sum of Extra Quantity (Units),Sum of Quantity (Units)
97673-22VM,97673-22VM,MWS 1501724,MWS Random,Sportswear,Seasonal,Blue,2021-01-31,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,97673-22VM/176,North America,97673-22,,1,Sportswear,Tops Woven,Men's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97673-22VM,97673-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,12.47,34.42,329.25,285,68.84,187.05,516.3,1032.6,516.3,15,1,3,15
98445-22VM,98445-22VM,MWS 1243614,MWS Random,Sportswear,Seasonal,Green,2021-05-28,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,98445-22VM/799,APAC,98445-22,,5,Sportswear,Tops Woven,Unisex,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,98445-22VM,98445-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,17.2,43.37,261.7,308,86.74,172.0,433.7,867.4,433.7,10,1,0,10
93753-22VM,93753-22VM,MWS 1497722,MWS Random,Sportswear,Core,Red,2021-06-12,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,93753-22VM/055,APAC,93753-22,,6,Sportswear,Tops Woven,Men's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,93753-22VM,93753-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,15.77,39.29,352.8,214,78.58,236.55,589.35,1178.7,589.35,15,1,2,15
99277-22VM,99277-22VM,MWS 1765805,MWS Random,Sportswear,Core,Black,2021-06-24,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99277-22VM/324,APAC,99277-22,,6,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,99277-22VM,99277-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,21.51,51.88,303.7,497,103.76,215.1,518.8,1037.6,518.8,10,1,2,10
96832-22VM,96832-22VM,MWS 1452437,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-09-09,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96832-22VM/744,APAC,96832-22,,9,Sportswear,Tops Woven,Women's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,96832-22VM,96832-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,28.6,67.79,156.76,232,135.58,114.4,271.16,542.32,271.16,4,1,1,4
91421-22VM,91421-22VM,MWS 1371435,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-11-08,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91421-22VM/530,North America,91421-22,,11,Sportswear,Tops Woven,Women's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91421-22VM,91421-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,11.87,33.22,298.9,182,66.44,166.18,465.08,930.16,465.08,14,1,5,14
96463-22VM,96463-22VM,MWS 1622048,MWS Random,Sportswear,Seasonal,Red,2021-01-12,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,96463-22VM/122,EMEA,96463-22,,1,Sportswear,Tops Woven,Women's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96463-22VM,96463-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,29.12,72.61,391.41,362,145.22,262.08,653.49,1306.98,653.49,9,1,5,9
91273-22VM,91273-22VM,MWS 1211517,MWS Random,Sportswear,Core,Red,2021-04-14,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91273-22VM/886,EMEA,91273-22,,4,Sportswear,Tops Woven,Women's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,91273-22VM,91273-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,16.88,45.59,287.1,483,91.18,168.8,455.9,911.8,455.9,10,1,2,10
93806-22VM,93806-22VM,MWS 1676730,MWS Random,Sportswear,Core,Green,2021-12-07,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,93806-22VM/930,APAC,93806-22,,12,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93806-22VM,93806-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,28.73,83.84,716.43,225,167.68,373.49,1089.92,2179.84,1089.92,13,1,2,13
97067-22VM,97067-22VM,MWS 1723132,MWS Random,Sportswear,Core,Grey,2021-08-23,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97067-22VM/816,APAC,97067-22,,8,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,97067-22VM,97067-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,22.21,65.64,608.02,226,131.28,310.94,918.96,1837.92,918.96,14,1,4,14
97192-22VM,97192-22VM,MWS 1564739,MWS Random,Sportswear,Seasonal,Green,2021-12-25,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97192-22VM/063,APAC,97192-22,,12,Sportswear,Tops Woven,Unisex,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,97192-22VM,97192-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,18.5,40.76,333.9,329,81.52,277.5,611.4,1222.8,611.4,15,1,3,15
91032-22VM,91032-22VM,MWS 1732256,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-04-25,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91032-22VM/929,EMEA,91032-22,,4,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91032-22VM,91032-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,28.46,59.09,61.26,167,118.18,56.92,118.18,236.36,118.18,2,1,2,2
92166-22VM,92166-22VM,MWS 1388406,MWS Random,Sportswear,Seasonal,Red,2021-05-17,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92166-22VM/896,APAC,92166-22,,5,Sportswear,Tops Woven,Men's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92166-22VM,92166-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,22.67,55.37,327.0,450,110.74,226.7,553.7,1107.4,553.7,10,1,1,10
96823-22VM,96823-22VM,MWS 1848576,MWS Random,Sportswear,Core,Black,2021-07-13,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,96823-22VM/827,EMEA,96823-22,,7,Sportswear,Tops Woven,Men's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96823-22VM,96823-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,28.54,79.64,817.6,385,159.28,456.64,1274.24,2548.48,1274.24,16,1,1,16
98637-22VM,98637-22VM,MWS 1744699,MWS Random,Sportswear,Seasonal,Green,2021-01-28,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,98637-22VM/308,North America,98637-22,,1,Sportswear,Tops Woven,Men's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,98637-22VM,98637-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,26.22,62.54,472.16,252,125.08,340.86,813.02,1626.04,813.02,13,1,1,13
91664-22VM,91664-22VM,MWS 1663470,MWS Random,Sportswear,Seasonal,Red,2021-01-16,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91664-22VM/427,APAC,91664-22,,1,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,91664-22VM,91664-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,20.54,54.53,509.85,122,109.06,308.1,817.95,1635.9,817.95,15,1,0,15
92779-22VM,92779-22VM,MWS 1875208,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-12-01,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92779-22VM/888,North America,92779-22,,12,Sportswear,Tops Woven,Men's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92779-22VM,92779-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,24.14,70.05,688.65,182,140.1,362.1,1050.75,2101.5,1050.75,15,1,1,15
93785-22VM,93785-22VM,MWS 1540053,MWS Random,Sportswear,Seasonal,Grey,2021-06-12,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,93785-22VM/296,EMEA,93785-22,,6,Sportswear,Tops Woven,Unisex,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,93785-22VM,93785-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,23.44,52.66,438.3,321,105.32,351.6,789.9,1579.8,789.9,15,1,1,15
95408-22VM,95408-22VM,MWS 1598369,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-08-03,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,95408-22VM/584,EMEA,95408-22,,8,Sportswear,Tops Woven,Unisex,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,95408-22VM,95408-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,14.81,30.35,62.16,306,60.7,59.24,121.4,242.8,121.4,4,1,5,4
96951-22VM,96951-22VM,MWS 1602029,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-01-30,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,96951-22VM/854,APAC,96951-22,,1,Sportswear,Tops Woven,Unisex,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,96951-22VM,96951-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,22.73,68.01,679.2,269,136.02,340.95,1020.15,2040.3,1020.15,15,1,2,15
92689-22VM,92689-22VM,MWS 1778404,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-06-24,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92689-22VM/637,North America,92689-22,,6,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92689-22VM,92689-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,25.73,54.35,28.62,373,108.7,25.73,54.35,108.7,54.35,1,1,0,1
98828-22VM,98828-22VM,MWS 1015428,MWS Random,Sportswear,Core,Green,2021-07-29,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,98828-22VM/093,North America,98828-22,,7,Sportswear,Tops Woven,Women's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,98828-22VM,98828-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,28.7,74.77,322.49,196,149.54,200.9,523.39,1046.78,523.39,7,1,3,7
94034-22VM,94034-22VM,MWS 1279397,MWS Random,Sportswear,Seasonal,Green,2021-11-20,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94034-22VM/212,North America,94034-22,,11,Sportswear,Tops Woven,Men's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94034-22VM,94034-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,14.55,30.23,62.72,317,60.46,58.2,120.92,241.84,120.92,4,1,5,4
95841-22VM,95841-22VM,MWS 1311882,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-03-22,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,95841-22VM/014,EMEA,95841-22,,3,Sportswear,Tops Woven,Men's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95841-22VM,95841-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,23.86,60.86,259.0,279,121.72,167.02,426.02,852.04,426.02,7,1,0,7
90161-22VM,90161-22VM,MWS 1590929,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-02-24,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,90161-22VM/034,APAC,90161-22,,2,Sportswear,Tops Woven,Unisex,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,90161-22VM,90161-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,27.37,75.62,96.5,363,151.24,54.74,151.24,302.48,151.24,2,1,2,2
93658-22VM,93658-22VM,MWS 1904352,MWS Random,Sportswear,Core,Black,2021-06-28,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,93658-22VM/381,EMEA,93658-22,,6,Sportswear,Tops Woven,Unisex,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,93658-22VM,93658-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,21.99,51.13,203.98,185,102.26,153.93,357.91,715.82,357.91,7,1,4,7
98792-22VM,98792-22VM,MWS 1821759,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-05-27,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,98792-22VM/810,APAC,98792-22,,5,Sportswear,Tops Woven,Unisex,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,98792-22VM,98792-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,15.27,31.47,113.4,320,62.94,106.89,220.29,440.58,220.29,7,1,4,7
98877-22VM,98877-22VM,MWS 1193906,MWS Random,Sportswear,Seasonal,Green,2021-08-09,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,98877-22VM/548,APAC,98877-22,,8,Sportswear,Tops Woven,Women's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,98877-22VM,98877-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,10.33,25.48,257.55,268,50.96,175.61,433.16,866.32,433.16,17,1,0,17
91127-22VM,91127-22VM,MWS 1968780,MWS Random,Sportswear,Core,Grey,2021-07-07,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91127-22VM/412,EMEA,91127-22,,7,Sportswear,Tops Woven,Women's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91127-22VM,91127-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,15.99,39.75,142.56,263,79.5,95.94,238.5,477.0,238.5,6,1,0,6
96120-22VM,96120-22VM,MWS 1353756,MWS Random,Sportswear,Core,Green,2021-02-12,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,96120-22VM/423,EMEA,96120-22,,2,Sportswear,Tops Woven,Unisex,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,96120-22VM,96120-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,25.26,70.34,450.8,265,140.68,252.6,703.4,1406.8,703.4,10,1,2,10
90493-22VM,90493-22VM,MWS 1309380,MWS Random,Sportswear,Core,Grey,2021-02-09,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,90493-22VM/628,APAC,90493-22,,2,Sportswear,Tops Woven,Unisex,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,90493-22VM,90493-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,11.25,26.47,91.32,228,52.94,67.5,158.82,317.64,158.82,6,1,4,6
92420-22VM,92420-22VM,MWS 1923663,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-05-22,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92420-22VM/468,APAC,92420-22,,5,Sportswear,Tops Woven,Women's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92420-22VM,92420-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,28.67,80.27,774.0,399,160.54,430.05,1204.05,2408.1,1204.05,15,1,2,15
91129-22VM,91129-22VM,MWS 1461788,MWS Random,Sportswear,Seasonal,Blue,2021-08-04,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91129-22VM/295,North America,91129-22,,8,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91129-22VM,91129-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,28.12,70.89,513.24,274,141.78,337.44,850.68,1701.36,850.68,12,1,0,12
94010-22VM,94010-22VM,MWS 1447972,MWS Random,Sportswear,Seasonal,Green,2021-01-11,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,94010-22VM/509,North America,94010-22,,1,Sportswear,Tops Woven,Unisex,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94010-22VM,94010-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,12.9,29.85,254.25,421,59.7,193.5,447.75,895.5,447.75,15,1,5,15
95972-22VM,95972-22VM,MWS 1698919,MWS Random,Sportswear,Seasonal,Black,2021-03-10,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95972-22VM/910,North America,95972-22,,3,Sportswear,Tops Woven,Women's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95972-22VM,95972-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,17.86,52.43,553.12,414,104.86,285.76,838.88,1677.76,838.88,16,1,3,16
91201-22VM,91201-22VM,MWS 1894605,MWS Random,Sportswear,Seasonal,Black,2021-12-29,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91201-22VM/823,APAC,91201-22,,12,Sportswear,Tops Woven,Men's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,91201-22VM,91201-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,23.17,55.0,190.98,362,110.0,139.02,330.0,660.0,330.0,6,1,0,6
98377-22VM,98377-22VM,MWS 1398183,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-11-30,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,98377-22VM/785,EMEA,98377-22,,11,Sportswear,Tops Woven,Men's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,98377-22VM,98377-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,28.73,58.02,175.74,290,116.04,172.38,348.12,696.24,348.12,6,1,0,6
97516-22VM,97516-22VM,MWS 1747616,MWS Random,Sportswear,Core,Red,2021-10-30,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,97516-22VM/983,APAC,97516-22,,10,Sportswear,Tops Woven,Women's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97516-22VM,97516-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,22.72,54.28,63.12,176,108.56,45.44,108.56,217.12,108.56,2,1,5,2
99258-22VM,99258-22VM,MWS 1486041,MWS Random,Sportswear,Core,Blue,2021-10-19,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,99258-22VM/919,APAC,99258-22,,10,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99258-22VM,99258-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,24.09,66.95,385.74,354,133.9,216.81,602.55,1205.1,602.55,9,1,3,9
91245-22VM,91245-22VM,MWS 1744657,MWS Random,Sportswear,Seasonal,Grey,2021-08-18,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91245-22VM/746,APAC,91245-22,,8,Sportswear,Tops Woven,Men's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,91245-22VM,91245-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,23.45,63.29,717.12,359,126.58,422.1,1139.22,2278.44,1139.22,18,1,0,18
93074-22VM,93074-22VM,MWS 1019549,MWS Random,Sportswear,Seasonal,Grey,2021-12-29,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,93074-22VM/701,EMEA,93074-22,,12,Sportswear,Tops Woven,Unisex,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,93074-22VM,93074-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,10.84,21.85,66.06,420,43.7,65.04,131.1,262.2,131.1,6,1,5,6
95015-22VM,95015-22VM,MWS 1486096,MWS Random,Sportswear,Core,Green,2021-01-29,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,95015-22VM/380,APAC,95015-22,,1,Sportswear,Tops Woven,Unisex,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,95015-22VM,95015-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,22.28,52.18,119.6,315,104.36,89.12,208.72,417.44,208.72,4,1,5,4
95687-22VM,95687-22VM,MWS 1691500,MWS Random,Sportswear,Seasonal,Green,2021-05-07,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,95687-22VM/313,EMEA,95687-22,,5,Sportswear,Tops Woven,Men's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,95687-22VM,95687-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,12.48,32.6,301.8,104,65.2,187.2,489.0,978.0,489.0,15,1,2,15
96442-22VM,96442-22VM,MWS 1553336,MWS Random,Sportswear,Seasonal,Green,2021-02-03,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,96442-22VM/898,EMEA,96442-22,,2,Sportswear,Tops Woven,Unisex,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96442-22VM,96442-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,19.19,48.02,432.45,150,96.04,287.85,720.3,1440.6,720.3,15,1,4,15
91936-22VM,91936-22VM,MWS 1897778,MWS Random,Sportswear,Seasonal,Green,2021-11-06,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91936-22VM/415,APAC,91936-22,,11,Sportswear,Tops Woven,Men's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91936-22VM,91936-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,22.29,66.86,44.57,423,133.72,22.29,66.86,133.72,66.86,1,1,0,1
94943-22VM,94943-22VM,MWS 1766654,MWS Random,Sportswear,Seasonal,Blue,2021-07-05,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94943-22VM/660,EMEA,94943-22,,7,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,94943-22VM,94943-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,26.46,66.23,437.47,463,132.46,291.06,728.53,1457.06,728.53,11,1,2,11
94352-22VM,94352-22VM,MWS 1722386,MWS Random,Sportswear,Seasonal,Blue,2021-06-15,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94352-22VM/536,North America,94352-22,,6,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,94352-22VM,94352-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,22.36,51.12,115.04,181,102.24,89.44,204.48,408.96,204.48,4,1,0,4
99693-22VM,99693-22VM,MWS 1218059,MWS Random,Sportswear,Seasonal,Grey,2021-02-27,Feb,21 02,21 02,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,99693-22VM/474,EMEA,99693-22,,2,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99693-22VM,99693-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,13.2,30.91,53.13,244,61.82,39.6,92.73,185.46,92.73,3,1,0,3
94274-22VM,94274-22VM,MWS 1624473,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-01-15,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,94274-22VM/402,EMEA,94274-22,,1,Sportswear,Tops Woven,Women's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,94274-22VM,94274-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,16.94,40.23,232.9,141,80.46,169.4,402.3,804.6,402.3,10,1,4,10
99452-22VM,99452-22VM,MWS 1903336,MWS Random,Sportswear,Core,Black,2021-12-31,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,99452-22VM/618,EMEA,99452-22,,12,Sportswear,Tops Woven,Women's,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,99452-22VM,99452-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,26.12,74.32,626.6,458,148.64,339.56,966.16,1932.32,966.16,13,1,2,13
